팀명,1,2,3,4,5,6,7,8,9,10,11,12,R,H,E
두산,3,1,1,0,0,0,3,0,-,,,,8,11,1
kt,8,0,2,0,2,0,1,0,1,,,,14,21,2
삼성,1,1,0,0,0,1,1,0,0,,,,4,11,0
LG,0,0,0,0,0,2,0,0,3,,,,5,13,0
롯데,0,0,2,0,1,0,0,0,0,,,,3,9,0
NC,0,1,0,0,0,0,0,1,0,,,,2,9,1
한화,0,2,0,0,1,1,3,0,-,,,,7,8,0
넥센,3,1,2,0,4,1,1,0,0,,,,12,18,0
KIA,0,2,0,2,0,1,0,1,2,,,,8,10,1
kt,0,0,2,0,1,0,0,0,0,,,,3,9,1
삼성,1,0,2,0,0,0,1,0,-,,,,4,6,0
LG,2,2,0,0,0,3,0,8,0,,,,15,17,1
롯데,0,0,0,0,0,4,0,1,0,,,,5,11,2
NC,2,0,0,1,1,0,0,0,0,,,,4,8,4
한화,0,8,0,1,0,0,0,1,-,,,,10,15,2
SK,0,0,0,0,2,1,0,0,0,,,,3,7,0
두산,4,2,0,0,0,2,1,2,-,,,,11,13,0
넥센,0,0,0,1,1,3,0,1,0,,,,6,13,0
KIA,0,0,1,0,0,0,0,0,0,,,,1,10,0
kt,0,0,0,0,0,0,0,0,0,,,,0,5,2
삼성,1,1,0,0,0,2,1,1,-,,,,6,10,0
LG,1,0,4,0,1,1,0,0,4,,,,11,13,0
롯데,5,1,0,1,0,2,1,0,0,,,,10,11,1
NC,0,0,0,5,0,0,0,0,0,,,,5,9,2
한화,0,0,0,2,0,2,0,0,0,,,,4,5,1
SK,0,0,0,1,0,1,0,2,0,,,,4,7,1
두산,1,1,0,0,0,0,0,0,4,,,,6,11,1
넥센,0,0,0,0,0,0,0,0,0,,,,0,3,1
KIA,1,1,0,1,1,0,0,1,-,,,,5,10,0
한화,0,0,0,2,2,1,0,4,4,,,,13,14,0
롯데,1,1,4,0,0,0,0,0,0,,,,6,11,4
kt,0,0,1,0,0,0,0,0,0,,,,1,8,1
SK,0,2,0,2,1,1,1,1,-,,,,8,14,0
두산,0,1,0,0,0,0,1,2,1,,,,5,10,0
KIA,0,0,0,0,0,2,1,0,0,,,,3,7,0
삼성,3,0,0,1,0,0,0,1,0,,,,5,7,0
NC,0,0,0,0,0,0,0,1,2,,,,3,8,1
넥센,0,1,0,0,0,0,0,0,0,,,,1,6,0
LG,0,3,0,0,0,0,0,0,-,,,,3,8,0
한화,0,0,1,0,0,0,1,0,1,,,,3,10,0
롯데,0,1,0,0,0,0,0,1,0,,,,2,11,1
kt,0,0,0,0,0,1,0,0,0,,,,1,8,1
SK,0,0,0,1,2,3,0,0,-,,,,6,10,1
두산,0,1,0,2,2,1,1,0,3,,,,10,17,0
KIA,0,0,0,0,0,0,0,0,0,,,,0,5,0
삼성,0,0,3,0,1,1,0,0,1,,,,6,12,0
NC,0,1,0,1,0,1,0,1,0,,,,4,10,0
넥센,1,0,0,0,0,1,0,4,0,,,,6,16,1
LG,0,1,5,2,0,0,0,2,-,,,,10,10,2
한화,0,0,0,0,0,0,0,0,0,,,,0,6,1
롯데,0,1,0,0,0,2,3,0,-,,,,6,10,1
kt,0,1,0,1,4,0,0,0,0,,,,6,9,0
SK,0,2,0,0,0,0,0,0,1,,,,3,9,1
두산,0,0,0,3,2,1,3,2,0,,,,0,11,15
KIA,0,0,6,3,0,0,0,2,0,,,,1,12,17
삼성,2,0,0,0,0,5,0,0,1,,,,8,10,0
NC,0,0,0,0,3,0,1,1,2,,,,7,13,0
넥센,0,0,0,0,0,0,0,0,0,,,,0,3,0
LG,1,0,2,0,0,0,0,5,-,,,,8,12,1
한화,0,0,0,0,0,1,1,0,1,,,,3,7,0
LG,2,0,2,3,0,0,0,0,-,,,,7,17,1
KIA,0,0,0,0,1,2,6,2,0,,,,11,15,0
kt,1,0,0,0,0,0,1,0,0,,,,2,9,2
롯데,0,1,0,3,3,4,1,0,0,,,,12,13,1
NC,0,0,0,0,0,2,0,4,0,,,,6,5,1
두산,1,0,3,0,0,0,1,1,0,,,,6,12,1
넥센,2,0,0,1,4,1,4,1,-,,,,13,17,0
삼성,0,0,0,0,0,0,0,2,0,,,,2,4,0
SK,3,0,0,0,0,1,2,0,-,,,,6,9,0
한화,1,1,0,0,0,0,3,0,0,,,,5,9,1
LG,0,0,0,0,0,0,0,1,0,,,,1,6,0
KIA,1,0,0,0,0,0,3,1,0,,,,5,8,0
kt,0,0,0,1,1,0,0,0,0,,,,2,6,1
롯데,6,0,0,1,1,2,0,0,0,,,,10,13,0
NC,1,0,1,0,0,0,0,1,2,,,,5,9,0
두산,2,2,1,1,0,0,0,1,0,,,,7,13,0
넥센,0,0,0,0,1,1,0,0,1,,,,3,9,2
삼성,0,0,2,0,0,0,0,0,0,,,,2,11,0
SK,0,1,3,2,1,0,0,0,-,,,,7,9,0
한화,2,2,1,0,0,0,0,0,0,,,,5,13,2
LG,0,2,2,0,0,0,0,2,-,,,,6,12,1
KIA,0,1,1,0,0,0,0,0,0,,,,2,7,3
kt,0,0,0,0,0,0,0,0,1,,,,1,4,1
롯데,0,0,0,0,0,4,0,0,0,,,,4,11,1
NC,1,1,0,1,0,0,0,2,-,,,,5,9,0
두산,0,1,0,0,0,0,2,0,0,,,,3,7,0
넥센,0,0,0,0,0,0,0,0,0,,,,0,5,1
삼성,0,1,0,0,3,0,2,0,0,,,,6,11,0
SK,0,0,1,0,0,0,0,1,0,,,,2,6,0
KIA,1,0,0,0,0,0,0,1,4,,,,6,12,1
롯데,0,0,0,4,1,1,3,0,-,,,,9,14,0
LG,0,0,5,0,0,2,0,0,2,,,,9,13,2
삼성,0,0,0,0,2,0,3,0,0,,,,5,11,0
NC,0,0,1,0,0,0,0,0,0,,,,1,7,0
두산,0,0,0,2,0,0,0,4,-,,,,6,9,0
SK,1,0,0,0,2,2,0,0,0,,,,5,8,1
한화,1,0,3,0,2,0,1,0,-,,,,7,11,1
넥센,2,0,0,2,0,0,5,0,2,,,,11,15,1
kt,3,1,1,0,0,0,0,0,0,,,,5,10,1
KIA,1,0,1,2,0,0,0,0,3,,,,7,11,1
롯데,2,0,0,0,0,0,0,0,3,,,,5,12,0
LG,0,0,0,0,0,0,0,6,0,,,,6,10,0
삼성,0,0,0,0,0,0,0,0,0,,,,0,5,0
NC,0,0,0,0,0,0,0,0,0,,,,0,4,0
두산,0,0,0,0,0,0,0,3,-,,,,3,7,0
SK,0,0,1,0,0,0,0,0,0,,,,3,4,8
한화,0,0,0,1,0,0,0,0,0,,,,1,2,7
넥센,0,0,0,1,0,0,0,0,1,,,,2,8,0
kt,2,3,0,0,0,0,0,0,-,,,,5,7,1
LG,0,0,0,0,1,2,0,0,0,,,,3,7,2
삼성,4,0,1,0,0,2,5,0,-,,,,12,13,2
NC,0,0,0,0,0,0,0,0,3,,,,3,4,1
두산,1,1,0,0,0,0,0,0,4,,,,6,6,2
SK,2,0,0,0,0,0,0,0,1,,,,3,9,0
한화,0,0,1,1,1,0,0,0,1,,,,4,10,0
넥센,2,2,0,0,2,0,0,0,0,,,,6,13,1
kt,1,0,0,0,0,0,0,0,0,,,,1,5,1
한화,1,0,0,0,0,1,0,3,1,,,,6,11,1
넥센,1,0,0,1,0,0,0,0,0,,,,2,5,2
kt,0,0,0,1,0,1,0,0,0,,,,2,7,1
두산,1,1,0,0,0,0,0,0,1,,,,3,7,0
LG,1,1,1,0,0,0,0,0,1,,,,4,7,0
NC,4,3,0,0,0,0,1,0,-,,,,8,6,0
SK,0,0,0,0,0,0,0,0,0,,,,0,6,0
KIA,0,0,0,0,0,1,0,3,-,,,,4,6,0
삼성,0,0,0,0,0,3,0,1,0,,,,4,11,1
롯데,1,0,1,0,0,0,0,0,0,,,,2,8,1
한화,1,0,0,0,0,0,0,1,0,,,,2,6,0
넥센,0,0,0,0,0,4,0,0,-,,,,4,9,1
kt,1,0,0,0,1,0,1,1,0,,,,4,10,0
두산,1,0,0,0,0,2,1,2,-,,,,6,14,1
LG,0,0,0,0,0,3,0,0,0,,,,3,6,0
NC,1,0,4,1,0,0,0,0,-,,,,6,8,0
SK,2,0,3,0,0,0,0,0,0,,,,5,10,1
KIA,0,2,0,0,0,1,1,0,0,,,,4,5,0
삼성,2,0,2,0,0,0,4,0,1,,,,0,0,9
롯데,3,3,2,0,0,1,0,0,0,,,,0,1,10
한화,0,1,0,2,1,0,2,0,3,,,,9,9,0
넥센,0,0,1,0,1,0,0,0,6,,,,8,12,0
kt,4,0,0,0,0,2,0,1,1,,,,8,11,0
두산,0,7,0,0,0,0,0,2,-,,,,9,9,0
LG,0,4,0,1,0,0,2,0,0,,,,7,9,1
NC,6,2,2,0,0,0,1,0,-,,,,11,15,1
SK,3,0,0,0,0,0,3,0,3,,,,9,12,0
KIA,0,0,0,2,0,0,0,0,0,,,,2,5,1
삼성,0,2,0,1,0,5,3,0,0,,,,11,12,1
롯데,1,1,1,4,2,0,0,0,0,,,,9,11,0
KIA,0,0,0,0,0,0,0,1,2,,,,3,10,2
LG,1,0,1,0,0,0,0,1,1,,,,4,9,0
kt,0,3,0,0,0,1,0,0,0,,,,4,6,0
NC,2,0,0,0,0,1,0,2,-,,,,5,14,3
롯데,0,0,1,2,0,3,6,0,2,,,,14,18,0
SK,1,0,1,0,2,0,0,1,1,,,,6,8,2
두산,2,0,1,6,0,1,0,0,3,,,,13,21,1
한화,0,0,0,0,0,0,3,0,1,,,,4,6,0
삼성,0,0,0,1,0,0,0,0,1,,,,2,5,0
넥센,5,1,0,2,0,0,0,1,-,,,,9,14,1
KIA,0,2,0,0,0,1,0,0,0,,,,3,9,0
LG,0,0,0,1,1,0,1,0,1,,,,4,12,0
kt,0,1,0,0,0,0,0,0,0,,,,1,4,2
NC,0,0,1,0,0,0,3,1,-,,,,5,10,0
롯데,0,1,0,0,0,1,4,3,0,,,,9,10,0
SK,0,0,0,0,0,1,0,2,0,,,,3,7,0
두산,0,0,0,1,1,2,1,0,3,,,,8,13,1
한화,0,0,0,1,0,2,0,0,0,,,,3,10,0
삼성,0,0,0,0,1,0,0,0,0,,,,1,7,1
넥센,0,0,0,4,4,0,1,0,-,,,,9,13,0
KIA,0,0,2,1,0,0,1,2,0,,,,6,9,0
LG,2,4,0,0,0,3,0,0,-,,,,9,12,0
kt,0,0,0,0,2,1,0,1,1,,,,5,11,0
NC,1,0,0,0,0,0,2,1,0,,,,4,8,0
롯데,2,4,4,1,0,0,1,1,0,,,,13,16,1
SK,0,0,1,0,0,3,1,2,0,,,,7,11,1
두산,0,1,2,1,0,0,0,1,1,,,,6,11,2
한화,1,4,1,1,3,0,0,1,-,,,,11,13,0
삼성,0,0,0,0,1,1,0,3,3,,,,8,15,1
넥센,0,7,0,0,1,0,1,3,-,,,,12,14,0
LG,0,0,3,0,0,1,0,0,0,,,,4,11,0
한화,0,0,0,0,0,0,0,0,0,,,,0,4,0
롯데,0,0,1,2,3,1,0,1,1,,,,9,14,0
kt,1,0,0,0,0,5,1,0,0,,,,7,11,0
SK,0,0,0,0,6,,,,,,,,,,
삼성,0,6,0,0,0,,,,,,,,,,
넥센,0,0,1,0,0,1,3,0,0,,,,1,6,10
두산,1,0,1,0,0,2,1,0,0,,,,0,5,8
LG,1,0,2,1,2,1,0,0,0,,,,7,12,1
한화,2,0,0,7,2,0,0,0,-,,,,11,13,1
롯데,1,3,0,5,0,0,0,0,2,,,,11,18,1
kt,0,0,1,1,0,0,0,1,1,,,,4,11,0
NC,0,0,3,1,0,0,0,0,1,,,,5,13,0
KIA,0,0,0,1,0,0,0,5,-,,,,6,10,0
SK,0,4,0,0,0,0,0,0,0,,,,4,10,1
삼성,0,1,0,0,0,0,2,3,-,,,,6,6,1
넥센,0,6,0,0,0,0,2,0,0,,,,8,10,1
두산,0,0,0,3,2,0,0,0,0,,,,5,12,0
LG,2,1,1,1,0,1,0,0,0,,,,6,12,0
한화,0,1,2,1,0,0,0,2,3,,,,9,14,1
롯데,0,0,0,0,0,2,0,0,1,,,,2,0,0
kt,0,0,1,0,1,0,0,1,0,,,,2,0,0
NC,0,2,4,0,0,1,0,0,0,,,,7,7,0
KIA,1,0,3,0,0,0,0,0,0,,,,4,6,0
SK,1,0,3,0,0,0,0,0,1,,,,5,8,0
삼성,1,0,0,0,0,0,0,0,0,,,,1,5,3
넥센,0,0,0,1,0,0,1,0,1,,,,3,7,1
두산,1,0,2,1,1,0,4,0,-,,,,9,15,0
한화,0,0,0,0,0,1,0,4,0,,,,5,9,0
NC,0,0,0,0,0,0,0,0,0,,,,0,1,0
KIA,0,0,4,2,0,0,1,0,1,,,,8,12,0
넥센,0,0,0,1,0,2,1,0,1,,,,5,10,0
롯데,0,0,1,0,0,0,0,0,0,,,,1,5,0
LG,0,0,0,2,0,0,0,0,-,,,,2,4,1
두산,3,3,0,0,0,0,3,0,5,,,,14,17,0
삼성,6,1,0,3,6,0,0,0,-,,,,16,16,0
SK,4,0,0,1,0,0,3,3,2,,,,13,18,2
kt,0,1,1,1,2,0,4,0,0,,,,9,14,0
한화,0,0,1,1,0,0,5,1,0,,,,8,13,0
NC,0,0,0,1,0,0,0,0,0,,,,1,5,2
KIA,0,0,0,2,0,0,0,2,0,,,,4,8,2
넥센,0,0,0,2,2,2,0,3,-,,,,9,14,2
롯데,2,0,2,3,0,1,0,0,0,,,,8,14,2
LG,1,0,1,9,0,1,3,3,-,,,,18,19,0
두산,0,0,0,0,2,0,5,1,3,,,,11,17,1
삼성,0,0,0,0,2,2,0,0,0,,,,4,9,0
SK,0,3,1,2,0,0,0,1,0,,,,7,6,0
kt,0,0,1,1,1,1,0,0,0,,,,4,10,0
한화,0,0,1,0,0,0,0,4,0,,,,5,9,0
NC,0,1,0,0,1,0,0,1,0,,,,3,11,0
KIA,1,0,4,0,0,0,2,7,0,,,,14,14,0
넥센,2,0,5,0,1,0,2,0,0,,,,10,14,1
롯데,0,0,0,0,0,1,1,0,0,,,,0,0,0
LG,0,1,0,0,0,0,1,0,0,,,,0,0,0
두산,0,2,1,0,1,4,2,2,0,,,,12,17,2
삼성,1,0,0,0,0,1,4,1,0,,,,7,14,0
SK,0,0,0,0,0,0,0,0,0,,,,0,5,0
kt,2,0,0,0,2,0,0,0,-,,,,4,8,0
두산,3,0,0,0,0,0,1,0,0,,,,4,9,1
NC,0,0,0,1,3,0,1,0,-,,,,5,11,0
삼성,0,0,5,0,2,4,2,0,0,,,,13,15,0
한화,0,0,0,0,0,1,0,1,-,,,,2,7,1
넥센,6,0,1,0,0,0,0,0,2,,,,9,11,0
롯데,0,1,0,0,1,0,0,1,0,,,,3,8,0
KIA,0,0,0,0,0,1,0,1,0,,,,2,8,0
SK,0,0,1,0,0,0,1,1,-,,,,3,6,0
kt,0,0,0,0,0,2,0,0,0,,,,2,6,2
LG,0,0,1,0,5,0,1,0,-,,,,7,12,0
두산,0,0,4,1,0,0,1,0,0,,,,6,8,0
NC,0,2,1,0,0,0,0,0,0,,,,3,7,2
삼성,0,0,0,0,0,0,0,0,0,,,,0,7,1
한화,2,0,0,0,0,0,2,0,-,,,,4,9,1
넥센,0,0,0,1,1,0,3,0,1,,,,0,2,0
롯데,0,0,0,1,1,0,0,4,0,,,,0,2,1
두산,0,6,0,3,0,0,0,0,0,,,,9,9,0
NC,0,0,0,0,0,0,0,0,0,,,,0,8,0
삼성,1,0,0,0,0,0,0,0,2,,,,3,10,3
한화,0,0,0,1,0,0,6,1,-,,,,8,6,0
넥센,3,2,0,0,1,0,0,0,0,,,,6,10,2
롯데,0,0,0,0,1,3,4,0,-,,,,8,11,2
KIA,0,0,0,1,0,0,0,3,0,,,,3,7,14
두산,2,0,0,0,0,2,0,0,0,,,,0,4,12
LG,0,1,0,0,0,0,0,0,0,,,,1,5,2
SK,0,2,1,4,2,0,0,1,-,,,,10,9,0
롯데,0,0,0,0,2,0,0,0,0,,,,2,4,1
한화,1,0,0,0,1,3,0,0,-,,,,5,5,0
NC,2,0,0,0,0,0,0,1,0,,,,3,9,1
kt,3,1,0,0,1,0,0,2,-,,,,7,13,0
넥센,0,0,0,5,2,0,1,0,0,,,,8,10,0
삼성,2,0,0,1,0,0,1,1,2,,,,7,11,1
KIA,0,0,0,0,0,0,0,2,0,,,,2,5,2
두산,7,0,2,2,1,0,0,0,-,,,,12,17,0
LG,0,2,0,0,0,1,0,0,0,,,,3,6,2
SK,0,0,1,1,0,0,0,1,3,,,,6,9,0
롯데,0,2,0,1,0,0,0,2,0,,,,5,6,1
한화,2,0,0,0,0,0,0,1,3,,,,6,8,1
NC,0,0,0,0,0,0,,,,,,,,,
kt,0,0,0,0,1,-,,,,,,,,,
넥센,0,0,1,2,0,0,0,0,0,,,,3,8,0
삼성,0,0,0,0,0,0,0,1,0,,,,1,7,0
한화,0,1,0,1,0,0,0,0,0,,,,2,5,2
KIA,2,1,1,3,1,1,0,0,-,,,,9,14,0
NC,0,0,3,0,0,0,0,0,3,,,,7,13,18
LG,0,2,0,0,2,0,0,0,2,,,,0,6,15
SK,0,0,1,0,6,0,2,0,0,,,,9,11,1
넥센,0,0,2,0,0,1,0,0,0,,,,3,8,0
한화,2,0,0,2,0,0,0,0,0,,,,4,10,1
KIA,0,0,0,2,0,2,2,0,-,,,,6,11,1
NC,0,1,0,1,0,1,0,0,0,,,,3,5,1
LG,1,4,1,3,0,3,0,1,-,,,,13,13,0
두산,2,0,0,0,0,3,0,0,2,,,,7,13,0
롯데,0,0,1,0,1,0,0,1,1,,,,4,9,1
SK,0,0,0,0,0,0,0,1,4,,,,1,0,0
넥센,1,0,0,1,1,0,0,0,2,,,,1,0,1
삼성,0,0,0,4,0,1,0,0,0,,,,5,13,1
kt,1,4,0,1,0,0,0,0,-,,,,6,13,1
한화,0,3,0,0,0,0,2,3,0,,,,8,13,0
KIA,0,0,0,2,0,0,0,0,0,,,,2,5,0
NC,0,1,0,0,0,0,4,0,0,,,,5,13,1
LG,0,2,0,0,0,1,0,0,0,,,,3,7,0
두산,0,0,0,5,1,0,1,2,0,,,,9,14,0
롯데,0,0,0,0,0,0,0,2,0,,,,2,10,0
SK,0,0,0,0,0,0,0,2,0,,,,2,9,1
넥센,0,0,0,3,0,0,0,0,-,,,,3,6,0
삼성,1,0,0,0,0,1,0,0,0,,,,0,0,0
kt,0,1,1,0,0,0,0,0,0,,,,0,0,0
한화,0,0,0,0,0,0,0,0,0,,,,0,4,0
SK,1,2,1,0,0,2,0,0,-,,,,6,12,2
kt,2,1,2,0,3,0,1,0,0,,,,9,13,1
롯데,0,2,0,0,4,1,4,0,-,,,,11,18,1
LG,0,3,0,0,1,0,0,0,0,,,,4,8,2
KIA,7,1,1,0,0,0,0,4,-,,,,13,14,0
NC,0,0,0,0,0,1,0,0,1,,,,2,5,1
넥센,1,2,0,0,0,1,2,0,-,,,,6,8,0
삼성,5,0,1,0,0,0,0,0,0,,,,6,11,1
두산,0,1,0,7,0,2,1,2,-,,,,13,20,2
한화,0,0,0,0,0,4,0,0,0,,,,4,8,0
SK,0,0,1,0,0,0,4,0,-,,,,5,8,0
kt,2,1,3,2,0,1,0,0,0,,,,9,15,1
롯데,0,0,0,1,0,0,0,0,0,,,,1,5,1
LG,0,0,4,0,3,0,1,5,0,,,,13,14,0
KIA,0,0,1,5,0,0,3,1,0,,,,10,17,2
NC,0,1,1,0,2,0,0,0,0,,,,4,12,0
넥센,1,0,1,1,0,3,0,0,-,,,,6,10,2
삼성,0,0,0,0,0,0,3,0,0,,,,3,10,0
두산,0,0,0,1,2,0,5,0,-,,,,8,9,1
한화,0,4,0,0,0,0,0,0,1,,,,5,8,0
SK,0,0,0,0,0,2,0,0,0,,,,2,6,0
kt,1,0,0,0,4,0,0,0,0,,,,5,10,1
롯데,0,0,0,5,1,4,0,0,-,,,,10,13,0
LG,0,3,1,1,0,0,1,0,2,,,,8,17,0
KIA,1,0,0,0,0,0,0,0,0,,,,1,5,0
NC,0,0,0,0,0,0,1,1,0,,,,2,8,0
넥센,0,0,1,0,0,0,0,0,0,,,,1,7,0
삼성,0,0,0,6,0,2,2,1,0,,,,11,19,1
두산,0,0,0,1,0,0,0,0,0,,,,1,11,0
KIA,2,2,0,0,0,0,0,2,0,,,,6,10,0
NC,0,1,4,3,0,0,0,0,-,,,,8,7,1
롯데,1,0,0,2,0,0,0,0,0,,,,3,10,0
삼성,0,2,0,1,0,3,0,0,-,,,,6,9,0
두산,1,0,0,0,0,0,0,0,0,,,,1,6,0
kt,0,0,7,0,0,0,2,0,-,,,,9,10,0
SK,0,3,4,1,0,0,2,0,0,,,,10,16,1
LG,0,1,2,0,0,0,0,0,0,,,,3,8,1
넥센,0,0,1,0,0,0,0,0,0,,,,1,6,0
한화,0,0,1,0,0,0,0,3,-,,,,4,10,0
KIA,0,0,0,0,0,0,0,0,1,,,,1,3,3
NC,0,0,0,0,0,1,3,1,-,,,,5,8,1
롯데,2,0,0,0,0,0,0,0,0,,,,2,9,1
삼성,0,0,0,2,0,1,1,0,-,,,,4,10,0
두산,1,1,1,0,0,0,0,0,3,,,,6,13,0
kt,0,0,0,0,0,0,0,0,0,,,,0,6,0
SK,0,0,0,0,0,1,0,0,0,,,,1,5,0
LG,0,2,0,0,1,0,0,0,-,,,,3,7,0
넥센,0,3,1,9,1,1,4,0,3,,,,22,15,3
한화,0,0,0,2,2,0,0,0,4,,,,8,15,1
KIA,0,1,0,0,0,1,0,1,0,,,,3,9,0
NC,0,1,2,0,0,1,0,0,-,,,,4,6,0
롯데,0,2,0,1,0,0,0,0,1,,,,4,11,1
삼성,1,1,0,2,1,2,1,0,-,,,,8,13,1
두산,0,0,0,1,0,0,1,0,2,,,,4,8,0
kt,1,6,1,1,0,2,0,0,-,,,,11,14,0
SK,1,0,2,0,1,3,0,0,0,,,,7,9,0
LG,0,0,0,3,0,0,1,0,0,,,,4,5,1
넥센,0,0,1,0,0,0,0,0,0,,,,1,5,1
한화,0,2,0,0,0,1,1,0,-,,,,4,12,1
한화,1,0,0,0,5,0,0,2,0,,,,8,12,1
kt,0,0,0,0,1,0,0,0,0,,,,1,8,1
LG,2,1,0,1,0,1,0,0,4,,,,9,16,0
넥센,2,0,0,0,0,0,0,0,1,,,,3,9,3
롯데,1,0,6,0,0,1,0,2,2,,,,12,17,0
두산,1,0,0,2,0,2,0,0,1,,,,6,12,0
NC,0,0,0,0,2,0,2,0,0,,,,4,12,2
SK,1,0,2,0,1,1,2,3,-,,,,10,10,0
삼성,1,1,1,0,0,0,0,0,0,,,,3,9,0
KIA,0,0,0,2,0,0,1,3,-,,,,6,10,0
한화,0,0,0,1,0,0,1,0,0,,,,0,0,0
kt,0,1,0,0,0,0,1,0,0,,,,0,0,2
LG,3,0,0,0,0,0,0,4,1,,,,8,11,0
넥센,0,2,2,0,2,0,0,0,1,,,,7,11,1
롯데,0,0,0,1,0,0,0,1,2,,,,4,8,0
두산,0,0,0,0,1,1,0,3,-,,,,5,9,1
NC,0,3,0,0,0,0,1,0,0,,,,4,8,1
SK,2,0,0,0,0,1,0,0,0,,,,3,13,0
삼성,1,0,0,2,3,0,0,1,0,,,,7,13,0
KIA,0,1,0,0,0,0,0,0,0,,,,1,5,3
한화,1,4,0,0,1,0,0,1,0,,,,7,15,1
kt,1,2,3,0,0,0,2,0,-,,,,8,10,2
LG,0,0,7,0,0,0,1,0,0,,,,8,13,0
넥센,0,1,0,0,0,1,0,1,0,,,,3,6,1
롯데,0,0,0,0,1,0,0,0,0,,,,1,6,0
두산,1,0,1,0,0,1,0,4,-,,,,7,14,0
NC,0,0,0,0,0,0,0,0,0,,,,0,7,0
SK,0,1,0,1,0,1,0,0,-,,,,3,10,1
삼성,1,0,3,1,0,0,0,1,0,,,,6,11,1
KIA,0,0,2,0,0,0,0,0,0,,,,2,11,0
한화,0,0,0,0,0,1,0,0,0,,,,1,7,0
삼성,0,0,0,0,0,0,0,0,0,,,,0,4,0
kt,1,0,0,1,0,1,0,1,0,,,,4,7,1
KIA,2,0,0,0,0,0,3,1,-,,,,6,10,0
두산,1,0,0,0,0,2,1,0,0,,,,0,0,1
LG,2,0,0,2,0,0,0,0,0,,,,0,0,0
SK,2,0,2,0,0,0,0,0,2,,,,6,10,1
롯데,0,2,0,0,0,0,0,0,0,,,,2,5,0
넥센,0,0,1,0,1,1,2,3,0,,,,8,14,0
NC,0,0,3,0,1,3,0,3,-,,,,10,12,0
한화,0,0,0,0,0,0,0,3,0,,,,3,10,2
삼성,0,0,0,0,3,0,0,0,1,,,,4,10,0
kt,0,0,1,0,0,1,0,0,0,,,,2,8,0
KIA,3,0,0,0,0,0,0,5,-,,,,8,12,0
두산,0,1,0,0,0,2,8,5,1,,,,17,23,0
LG,3,0,4,1,0,0,2,0,0,,,,10,16,4
SK,0,2,0,0,1,0,1,0,0,,,,4,12,0
롯데,0,0,0,0,1,0,0,1,1,,,,3,11,1
넥센,0,0,1,3,1,1,0,0,0,,,,6,10,0
NC,1,1,0,0,0,0,0,0,1,,,,3,7,1
한화,2,0,0,2,0,0,0,0,0,,,,4,7,1
삼성,0,0,0,0,0,2,0,2,1,,,,5,7,1
kt,0,1,0,0,2,1,2,0,0,,,,6,9,1
KIA,3,0,0,1,0,0,0,0,1,,,,5,12,0
두산,0,0,0,0,0,0,2,1,3,,,,6,9,0
LG,1,0,0,0,0,0,0,0,0,,,,1,2,1
SK,1,0,0,1,1,0,0,1,0,,,,4,10,1
롯데,2,0,4,0,5,0,1,0,-,,,,12,14,0
넥센,1,0,0,0,0,1,2,0,2,,,,6,8,1
NC,0,0,2,0,0,0,1,0,0,,,,3,8,1
KIA,0,0,0,0,0,0,0,0,0,,,,0,4,1
한화,0,3,1,0,1,0,0,0,-,,,,5,9,1
kt,0,0,3,1,0,0,0,4,1,,,,9,12,1
넥센,0,0,0,0,1,0,5,0,0,,,,6,11,0
NC,0,0,0,1,0,0,0,0,1,,,,0,0,1
롯데,0,0,0,0,2,0,0,0,0,,,,0,0,0
두산,0,0,0,0,0,1,0,0,0,,,,1,4,1
SK,0,0,0,1,0,0,1,1,-,,,,3,9,1
삼성,3,2,0,0,2,4,0,0,0,,,,11,11,0
LG,0,0,0,0,0,0,1,0,0,,,,1,8,0
KIA,4,0,2,0,1,0,2,2,0,,,,11,13,0
한화,1,2,0,0,0,0,0,0,0,,,,3,10,2
kt,3,0,0,0,0,0,0,0,0,,,,3,9,1
넥센,2,0,0,2,0,2,1,0,-,,,,7,10,0
NC,5,0,3,1,0,0,0,0,0,,,,9,12,1
롯데,0,3,1,1,0,0,0,1,0,,,,6,15,1
두산,0,0,1,0,2,0,0,2,0,,,,5,11,0
SK,4,3,1,0,3,0,0,0,-,,,,11,15,1
삼성,0,0,1,0,0,0,0,0,0,,,,1,7,1
LG,0,0,0,0,0,0,0,0,0,,,,0,7,1
KIA,2,0,0,1,0,0,0,0,0,,,,3,5,1
한화,0,0,4,2,0,0,0,0,-,,,,6,11,0
kt,0,1,0,0,4,2,0,0,0,,,,7,8,1
넥센,0,0,0,0,0,0,2,2,0,,,,4,9,3
NC,0,0,0,0,0,1,0,0,0,,,,1,6,1
롯데,2,1,3,1,0,2,2,2,-,,,,13,15,0
두산,0,0,0,0,1,0,0,0,2,,,,3,7,2
SK,0,0,0,5,0,2,0,1,-,,,,8,14,2
삼성,0,3,2,0,0,0,0,0,0,,,,5,12,0
LG,0,0,3,0,1,0,0,0,3,,,,7,9,1
한화,0,1,0,6,0,0,4,1,4,,,,16,15,0
두산,0,1,0,2,1,2,0,0,1,,,,7,16,0
KIA,4,0,0,0,2,2,0,0,0,,,,0,2,10
삼성,2,0,0,0,3,0,3,0,0,,,,0,3,11
LG,0,0,0,1,0,2,2,0,2,,,,7,12,1
kt,3,0,2,3,0,0,0,1,-,,,,9,11,1
롯데,0,4,1,1,1,1,1,0,0,,,,9,13,0
